index,member_error_diff,bound
23,5.945305561153589,21.961309342937877
24,1.6600243805527413,2.2697723503329894
25,0.038317463735509705,2.6868242227466657
26,0.7720502379465302,2.200036512714516
27,0.45969507550688604,3.988929009131002
28,1.1730252946413202,1.7890135253828048
29,1.4555039404601615,3.733547075613313
30,0.6923296907727376,4.380094959576262
31,1.4583442385621055,4.395215134338404
32,0.4124493468574144,1.178950170089693
33,0.3597335500373191,1.0066690869923334
34,1.097135624056662,4.994210610613163
35,1.285662372096553,4.922937433273409
36,2.535221974444255,4.848853353138224
37,2.222859063617449,5.048893230751089
38,1.6865079991729033,5.252876901589502
39,0.49567139940766936,0.48760399224832063
40,0.13632275871033528,0.24708880888294665
41,0.5858188846505783,0.9041130505057304
42,2.451333973964722,5.893373448366607
43,0.9581144381770628,1.2969161741942534
44,0.4552775483562357,0.6206324927095577
45,0.1505855987194309,0.1992721802173302
46,1.4277779516470588,7.011587516103681
47,0.24695460152047133,0.6472421595274934
48,2.691531647220714,6.86828304095529
49,0.2796408967908235,1.1739834441943913
50,3.2300818444290513,7.774377908592744
51,2.4948821395980616,8.588715762319147
52,1.97902671077793,10.036487796870595
53,2.688876129717144,9.935785970314353
54,3.7430709036662506,9.930784427182335
55,2.540705707095782,10.76426680388527
56,0.6608597132751868,2.526210410605424
57,3.3722180274984908,11.14408080270989
58,3.512521562625153,11.682208323047922
59,2.818591238613024,13.754649324365085
60,2.0803062009618145,3.0121379788387217
61,2.0245179970621052,2.989084203531518
62,3.672436267815428,12.984525894973599
63,1.4219640163799738,3.0465430245716587
64,1.6212904551796896,3.026480175958029
65,3.44600442840121,13.58685550794973
66,1.7991032026672542,3.1351876853159126
67,2.5079367187927915,3.4558329160244874
68,1.5210644335300572,3.4833254803984013
69,1.5575665001847483,3.5267118792943304
70,3.664247067355049,14.571115754728838
71,4.24188025254422,14.61325254025827
72,4.322260828904149,14.846439786388155
73,2.0857995053861202,3.647274696071676
74,1.2006651730607132,4.603618361708933
75,1.620146664064194,5.366642515359574
76,1.963354979795099,5.13390531135915
77,1.6474666332256476,6.0128068731872375
78,2.7871377642708524,5.2834394290492455
79,2.8668439688470073,5.723544694692047
80,2.5004895519589354,5.828780745296391
81,3.3581045222037176,5.9687719195106075
82,4.103965964072842,8.752814477716038
83,3.4029594197860717,9.050006250558678
84,3.2689830810675033,11.754803571044045
85,4.01005237379897,10.545255156604243
86,4.110146739734176,10.721762460014531
87,4.037992233669399,10.930361799860721
88,3.4792853037045717,12.893302912337774
89,3.6338217724320003,12.002093712981317
90,3.841702506819331,12.264457689553023
91,4.064895707429827,14.025985054327242
92,4.578356580441209,12.91087733316815
93,4.890132030483457,13.194878358215597
94,4.55510332955825,14.446625513807543
95,4.992584946462074,15.789359038583788
96,4.951511045420631,18.79653497054853
97,5.191413044971114,21.40422594100878
98,5.150241371792461,20.2378091132991
