index,member_error_diff,bound
1,0.2452958363488662,31.350484779054455
2,0.1017311703767092,7.317716366273639
3,0.10055919974086436,6.938665113957253
4,0.09980031980334303,7.0091429155087415
5,0.09203835388898796,6.016689246290834
6,0.08258222577321561,5.684290692525385
7,0.071809263321029,4.463883639336856
8,0.06979693275544463,4.204387275060128
9,0.06768253460598572,4.047755055329999
10,0.06686863048959424,4.053746996654131
11,0.05298059853100767,3.1385845046094634
12,0.030256305035983644,3.293660585972964
13,0.028097266868961412,3.71854421248866
14,0.022502106528705212,4.9259090567527375
15,0.020649903188108,2.087688729803232
16,0.0026914358878897815,5.278562567351037
17,0.018673898861713667,8.3239326475724
18,0.03436690006243737,2.612457340727403
19,0.058553361888286304,11.102443013295902
20,0.07376876064735427,4.555380569402734
21,0.08010462551915509,5.0107169335076795
22,0.09636066644844732,9.596450513949945
23,0.09731142186583241,6.351593440174582
24,0.10266094637236023,6.810867504563275
25,0.12792856027818544,9.167197793767173
26,0.15127578792316143,12.158069235591988
27,0.15085559452296593,11.720677791169228
28,0.16803621583107997,14.032325801116295
29,0.2149215740736352,22.975205548907745
30,0.21284828828998315,21.94510549783813
