i,j,D_l
9,37,0.037809765536063286
9,38,0.023096443093930708
9,39,0.00979425384132753
9,40,0.013336536527638382
9,41,0.04653082890473394
9,42,0.02526307333102175
9,43,0.007208875745674501
9,44,0.0016748694490771184
9,45,0.0208434541883216
9,46,0.010614369253449286
9,47,0.003594499814314797
9,48,0.012652095580787781
9,49,0.024234576114243036
9,50,0.011667567205379214
9,51,0.03568033382904008
9,52,0.012102274410236721
9,53,0.029592941483841433
9,54,0.009655209251685143
9,55,0.01291662134700417
9,56,0.02773685659567253
9,57,0.007557411192724024
9,58,0.03781899620269789
9,59,0.014438019038758824
9,60,0.03460468421197928
9,61,0.01498820014664827
9,62,0.0203993995675702
9,63,0.015591650892434382
9,64,0.012126012132207733
9,65,0.033519980857421035
9,66,0.0247586823999729
9,67,0.011386805928511259
9,68,0.04075540585457498
9,69,0.01811684462750738
9,70,0.033153352948258226
9,71,0.010303409616857185
9,72,0.03168506508206763
9,73,0.01755819970685038
9,74,0.01948157230549368
9,75,0.03620121841555733
9,76,0.01046848729420833
9,77,0.019045679226453945
9,78,0.03385599789388733
9,79,0.044310433799145635
9,80,0.03297409453882123
9,81,0.021711576085189723
9,82,0.01698686065372734
9,83,0.015126098607018128
9,84,0.043215187828615075
9,85,0.006848020607970219
9,86,0.010689667561068464
9,87,0.04191215143376979
9,88,0.02292895143379531
9,89,0.020828822976828632
9,90,0.01782441776680153
9,91,0.017985756563466362
9,92,0.01955107166719102
9,93,0.016782400732311083
9,94,0.04112013159010756
9,95,0.0141267720530454
9,96,0.013374294754450683
9,97,0.03856110663557268
9,98,0.012846396364051592
9,99,0.01661153245128075
10,0,0.051849350477937615
10,1,0.006770411281968163
10,2,0.0036866949786961054
10,3,0.04289358474608502
10,4,0.018066415245812283
10,5,0.03233897628734937
10,6,0.003037513966855442
10,7,0.04070584779378581
10,8,0.0021622482581227513
10,9,0.014966182911967557
10,10,0.0
10,11,0.01105765927086849
10,12,0.06350947230261168
10,13,0.005869415077017645
10,14,0.05527414232212479
10,15,0.02886741152922213
10,16,0.010497286021745562
10,17,0.028177813185913916
10,18,0.061430146992151165
10,19,0.029001771656132453
10,20,0.02690270882973658
10,21,0.049104612670114414
10,22,0.046583918786343055
10,23,0.054647246646422704
10,24,0.022084809354845532
10,25,0.024901688901331775
10,26,0.02004215124757147
10,27,0.022966365323196562
10,28,0.043877321334316294
10,29,0.026023861258307555
10,30,0.012714271659516954
10,31,0.06274428204368158
10,32,0.0026436890761742495
10,33,0.03673367620056805
10,34,0.004249650160732747
10,35,0.052870870578192314
10,36,0.05906500493211748
10,37,0.05158050280174946
10,38,0.03780550511571543
10,39,0.00534989832284778
10,40,0.012061651094050836
10,41,0.06091164937003591
10,42,0.03991864675384151
10,43,0.009935554227782147
10,44,0.015926938067062003
10,45,0.03559346129404709
10,46,0.023881968653090075
10,47,0.011462999303812095
10,48,0.008347613368819133
10,49,0.037641723703866384
10,50,0.021845823848899246
10,51,0.04962875890030394
10,52,0.0038879130578509803
10,53,0.0442060917358279
10,54,0.023574616624264317
10,55,0.02509547127915743
10,56,0.03995596360648813
10,57,0.007422880983100441
10,58,0.051908780754529635
10,59,0.024537382781482497
10,60,0.04755262507204595
10,61,0.016930024682211116
10,62,0.03440816226726177
10,63,0.028506806233339003
10,64,0.025788274245670106
10,65,0.04763534063906678
10,66,0.03939205285516768
10,67,0.004753934996914024
10,68,0.05517207887466651
10,69,0.015245051802881507
10,70,0.04651097259110257
10,71,0.010586155078054488
10,72,0.044549647677025565
10,73,0.00259430028017753
